# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    77.500       0.660000     2.03500000         -491.049         -932.004          -39.940
    77.500       0.715000     2.09000000         -487.571         -926.017          -39.705
    77.500       0.770000     2.14500000         -484.099         -920.034          -39.471
    77.500       0.825000     2.20000000         -480.632         -914.058          -39.236
    77.500       0.880000     2.25500000         -477.170         -908.087          -39.002
    77.500       0.935000     2.31000000         -473.714         -902.122          -38.767
    77.500       0.990000     2.36500000         -470.263         -896.162          -38.533
    77.500       1.045000     2.42000000         -466.818         -890.208          -38.299
    77.500       1.100000     2.47500000         -463.378         -884.260          -38.065
    77.500       1.155000     2.53000000         -459.944         -878.317          -37.831
    77.500       1.210000     2.58500000         -456.515         -872.380          -37.597
    77.500       1.265000     2.64000000         -453.093         -866.449          -37.363
    77.500       1.320000     2.69500000         -449.675         -860.524          -37.129
    77.500       1.375000     2.75000000         -446.263         -854.605          -36.895
    77.500       1.430000     2.80500000         -442.857         -848.692          -36.662
    77.500       1.485000     2.86000000         -439.457         -842.785          -36.428
    77.500       1.540000     2.91500000         -436.063         -836.883          -36.194
    77.500       1.595000     2.97000000         -432.674         -830.988          -35.961
    77.500       1.650000     3.02500000         -429.291         -825.099          -35.728
    77.500       1.705000     3.08000000         -425.914         -819.215          -35.494
    77.500       1.760000     3.13500000         -422.542         -813.338          -35.261
    77.500       1.815000     3.19000000         -419.177         -807.467          -35.028
    77.500       1.870000     3.24500000         -415.817         -801.603          -34.795
    77.500       1.925000     3.30000000         -412.464         -795.744          -34.562
    77.500       1.980000     3.35500000         -409.116         -789.892          -34.329
    77.500       2.035000     3.41000000         -405.775         -784.046          -34.096
    77.500       2.090000     3.46500000         -402.439         -778.207          -33.863
    77.500       2.145000     3.52000000         -399.110         -772.374          -33.631
    77.500       2.200000     3.57500000         -395.786         -766.547          -33.398
    77.500       2.255000     3.63000000         -392.469         -760.727          -33.166
    77.500       2.310000     3.68500000         -389.158         -754.913          -32.933
    77.500       2.365000     3.74000000         -385.853         -749.106          -32.701
    77.500       2.420000     3.79500000         -382.555         -743.305          -32.469
    77.500       2.475000     3.85000000         -379.263         -737.511          -32.237
    77.500       2.530000     3.90500000         -375.977         -731.724          -32.005
    77.500       2.585000     3.96000000         -372.697         -725.944          -31.773
    77.500       2.640000     4.01500000         -369.424         -720.170          -31.541
    77.500       2.695000     4.07000000         -366.157         -714.403          -31.309
    77.500       2.750000     4.12500000         -362.897         -708.643          -31.078
    77.500       2.805000     4.18000000         -359.643         -702.890          -30.846
    77.500       2.860000     4.23500000         -356.396         -697.143          -30.615
    77.500       2.915000     4.29000000         -353.156         -691.404          -30.383
    77.500       2.970000     4.34500000         -349.922         -685.672          -30.152
    77.500       3.025000     4.40000000         -346.695         -679.947          -29.921
    77.500       3.080000     4.45500000         -343.474         -674.229          -29.690
    77.500       3.135000     4.51000000         -340.260         -668.518          -29.459
    77.500       3.190000     4.56500000         -337.053         -662.815          -29.228
    77.500       3.245000     4.62000000         -333.853         -657.119          -28.997
    77.500       3.300000     4.67500000         -330.660         -651.430          -28.766
    77.500       3.355000     4.73000000         -327.474         -645.749          -28.536
    77.500       3.410000     4.78500000         -324.294         -640.075          -28.305
    77.500       3.465000     4.84000000         -321.122         -634.408          -28.075
    77.500       3.520000     4.89500000         -317.957         -628.750          -27.845
    77.500       3.575000     4.95000000         -314.799         -623.098          -27.614
    77.500       3.630000     5.00500000         -311.648         -617.455          -27.384
    77.500       3.685000     5.06000000         -308.504         -611.819          -27.154
    77.500       3.740000     5.11500000         -305.367         -606.192          -26.924
    77.500       3.795000     5.17000000         -302.238         -600.572          -26.695
    77.500       3.850000     5.22500000         -299.117         -594.960          -26.465
    77.500       3.905000     5.28000000         -296.002         -589.355          -26.235
    77.500       3.960000     5.33500000         -292.895         -583.760          -26.006
    77.500       4.015000     5.39000000         -289.796         -578.172          -25.777
    77.500       4.070000     5.44500000         -286.704         -572.592          -25.548
    77.500       4.125000     5.50000000         -283.620         -567.021          -25.318
    77.500       4.180000     5.55500000         -280.544         -561.458          -25.089
    77.500       4.235000     5.61000000         -277.475         -555.903          -24.861
    77.500       4.290000     5.66500000         -274.414         -550.357          -24.632
    77.500       4.345000     5.72000000         -271.361         -544.820          -24.403
    77.500       4.400000     5.77500000         -268.316         -539.291          -24.175
    77.500       4.455000     5.83000000         -265.279         -533.771          -23.946
    77.500       4.510000     5.88500000         -262.250         -528.260          -23.718
    77.500       4.565000     5.94000000         -259.230         -522.757          -23.490
    77.500       4.620000     5.99500000         -256.217         -517.264          -23.262
    77.500       4.675000     6.05000000         -253.213         -511.779          -23.034
    77.500       4.730000     6.10500000         -250.217         -506.304          -22.806
    77.500       4.785000     6.16000000         -247.229         -500.838          -22.579
    77.500       4.840000     6.21500000         -244.250         -495.381          -22.351
    77.500       4.895000     6.27000000         -241.279         -489.934          -22.124
    77.500       4.950000     6.32500000         -238.317         -484.496          -21.896
    77.500       5.005000     6.38000000         -235.364         -479.068          -21.669
    77.500       5.060000     6.43500000         -232.420         -473.649          -21.442
    77.500       5.115000     6.49000000         -229.484         -468.241          -21.215
    77.500       5.170000     6.54500000         -226.557         -462.842          -20.989
    77.500       5.225000     6.60000000         -223.640         -457.453          -20.762
    77.500       5.280000     6.65500000         -220.731         -452.074          -20.536
    77.500       5.335000     6.71000000         -217.832         -446.705          -20.309
    77.500       5.390000     6.76500000         -214.942         -441.347          -20.083
    77.500       5.445000     6.82000000         -212.061         -435.999          -19.857
    77.500       5.500000     6.87500000         -209.190         -430.662          -19.631
    77.500       5.555000     6.93000000         -206.328         -425.335          -19.406
    77.500       5.610000     6.98500000         -203.476         -420.019          -19.180
    77.500       5.665000     7.04000000         -200.634         -414.714          -18.955
    77.500       5.720000     7.09500000         -197.801         -409.421          -18.730
    77.500       5.775000     7.15000000         -194.979         -404.138          -18.505
    77.500       5.830000     7.20500000         -192.166         -398.866          -18.280
    77.500       5.885000     7.26000000         -189.364         -393.606          -18.055
    77.500       5.940000     7.31500000         -186.572         -388.358          -17.830
    77.500       5.995000     7.37000000         -183.790         -383.121          -17.606
    77.500       6.050000     7.42500000         -181.019         -377.897          -17.382
    77.500       6.105000     7.48000000         -178.259         -372.684          -17.158
    77.500       6.160000     7.53500000         -175.509         -367.483          -16.934
    77.500       6.215000     7.59000000         -172.770         -362.295          -16.710
    77.500       6.270000     7.64500000         -170.043         -357.119          -16.486
    77.500       6.325000     7.70000000         -167.326         -351.957          -16.263
    77.500       6.380000     7.75500000         -164.621         -346.807          -16.040
    77.500       6.435000     7.81000000         -161.927         -341.670          -15.817
    77.500       6.490000     7.86500000         -159.245         -336.546          -15.594
    77.500       6.545000     7.92000000         -156.574         -331.436          -15.371
    77.500       6.600000     7.97500000         -153.915         -326.339          -15.149
    77.500       6.655000     8.03000000         -151.269         -321.257          -14.927
    77.500       6.710000     8.08500000         -148.635         -316.188          -14.705
    77.500       6.765000     8.14000000         -146.013         -311.134          -14.483
    77.500       6.820000     8.19500000         -143.403         -306.094          -14.262
    77.500       6.875000     8.25000000         -140.807         -301.069          -14.040
    77.500       6.930000     8.30500000         -138.223         -296.059          -13.819
    77.500       6.985000     8.36000000         -135.652         -291.065          -13.598
    77.500       7.040000     8.41500000         -133.095         -286.086          -13.378
    77.500       7.095000     8.47000000         -130.552         -281.123          -13.157
    77.500       7.150000     8.52500000         -128.022         -276.176          -12.937
    77.500       7.205000     8.58000000         -125.506         -271.246          -12.717
    77.500       7.260000     8.63500000         -123.004         -266.332          -12.497
    77.500       7.315000     8.69000000         -120.517         -261.435          -12.278
    77.500       7.370000     8.74500000         -118.045         -256.556          -12.059
    77.500       7.425000     8.80000000         -115.588         -251.695          -11.840
    77.500       7.480000     8.85500000         -113.146         -246.852          -11.621
    77.500       7.535000     8.91000000         -110.720         -242.028          -11.403
    77.500       7.590000     8.96500000         -108.309         -237.222          -11.185
    77.500       7.645000     9.02000000         -105.915         -232.436          -10.967
    77.500       7.700000     9.07500000         -103.537         -227.670          -10.749
    77.500       7.755000     9.13000000         -101.177         -222.924          -10.532
    77.500       7.810000     9.18500000          -98.833         -218.199          -10.315
    77.500       7.865000     9.24000000          -96.508         -213.496          -10.099
    77.500       7.920000     9.29500000          -94.200         -208.815           -9.883
    77.500       7.975000     9.35000000          -91.911         -204.156           -9.667
    77.500       8.030000     9.40500000          -89.641         -199.520           -9.451
    77.500       8.085000     9.46000000          -87.390         -194.909           -9.236
    77.500       8.140000     9.51500000          -85.160         -190.322           -9.021
    77.500       8.195000     9.57000000          -82.950         -185.760           -8.807
    77.500       8.250000     9.62500000          -80.761         -181.225           -8.593
    77.500       8.305000     9.68000000          -78.594         -176.716           -8.380
    77.500       8.360000     9.73500000          -76.449         -172.236           -8.167
    77.500       8.415000     9.79000000          -74.328         -167.785           -7.954
    77.500       8.470000     9.84500000          -72.230         -163.365           -7.742
    77.500       8.525000     9.90000000          -70.158         -158.975           -7.530
    77.500       8.580000     9.95500000          -68.111         -154.619           -7.319
    77.500       8.635000    10.01000000          -66.091         -150.297           -7.109
    77.500       8.690000    10.06500000          -64.099         -146.011           -6.899
    77.500       8.745000    10.12000000          -62.135         -141.762           -6.690
    77.500       8.800000    10.17500000          -60.203         -137.553           -6.481
    77.500       8.855000    10.23000000          -58.302         -133.386           -6.273
    77.500       8.910000    10.28500000          -56.435         -129.263           -6.066
    77.500       8.965000    10.34000000          -54.604         -125.188           -5.859
    77.500       9.020000    10.39500000          -52.810         -121.164           -5.654
    77.500       9.075000    10.45000000          -51.057         -117.194           -5.449
    77.500       9.130000    10.50500000          -49.347         -113.283           -5.246
    77.500       9.185000    10.56000000          -47.684         -109.437           -5.043
    77.500       9.240000    10.61500000          -46.072         -105.662           -4.842
    77.500       9.295000    10.67000000          -44.517         -101.968           -4.642
    77.500       9.350000    10.72500000          -43.026          -98.366           -4.444
    77.500       9.405000    10.78000000          -41.608          -94.870           -4.248
    77.500       9.460000    10.83500000          -40.276          -91.505           -4.054
    77.500       9.515000    10.89000000          -39.053          -88.306           -3.864
    77.500       9.570000    10.94500000          -37.979          -85.348           -3.678
    77.500       9.625000    11.00000000          -37.199          -82.922           -3.505
    78.000       0.000000     1.37500000         -759.824        -1002.752         -105.501
    78.000       0.055000     1.43000000         -754.779         -996.709         -104.920
    78.000       0.110000     1.48500000         -749.741         -990.671         -104.339
    78.000       0.165000     1.54000000         -744.711         -984.639         -103.759
    78.000       0.220000     1.59500000         -739.687         -978.612         -103.178
    78.000       0.275000     1.65000000         -734.672         -972.590         -102.598
    78.000       0.330000     1.70500000         -729.663         -966.573         -102.018
    78.000       0.385000     1.76000000         -724.662         -960.562         -101.438
    78.000       0.440000     1.81500000         -719.668         -954.556         -100.858
    78.000       0.495000     1.87000000         -714.682         -948.556         -100.278
    78.000       0.550000     1.92500000         -709.703         -942.561          -99.699
    78.000       0.605000     1.98000000         -704.732         -936.571          -99.119
    78.000       0.660000     2.03500000         -699.769         -930.587          -98.540
    78.000       0.715000     2.09000000         -694.813         -924.608          -97.961
    78.000       0.770000     2.14500000         -689.864         -918.635          -97.382
    78.000       0.825000     2.20000000         -684.924         -912.668          -96.804
    78.000       0.880000     2.25500000         -679.991         -906.706          -96.225
    78.000       0.935000     2.31000000         -675.065         -900.750          -95.647
    78.000       0.990000     2.36500000         -670.148         -894.799          -95.069
    78.000       1.045000     2.42000000         -665.238         -888.854          -94.491
    78.000       1.100000     2.47500000         -660.337         -882.915          -93.913
    78.000       1.155000     2.53000000         -655.443         -876.981          -93.336
    78.000       1.210000     2.58500000         -650.557         -871.054          -92.759
    78.000       1.265000     2.64000000         -645.679         -865.132          -92.181
    78.000       1.320000     2.69500000         -640.809         -859.216          -91.604
    78.000       1.375000     2.75000000         -635.947         -853.306          -91.028
    78.000       1.430000     2.80500000         -631.093         -847.401          -90.451
    78.000       1.485000     2.86000000         -626.248         -841.503          -89.875
    78.000       1.540000     2.91500000         -621.410         -835.611          -89.299
    78.000       1.595000     2.97000000         -616.581         -829.724          -88.723
    78.000       1.650000     3.02500000         -611.760         -823.844          -88.147
    78.000       1.705000     3.08000000         -606.948         -817.970          -87.571
    78.000       1.760000     3.13500000         -602.143         -812.102          -86.996
    78.000       1.815000     3.19000000         -597.347         -806.240          -86.421
    78.000       1.870000     3.24500000         -592.560         -800.384          -85.846
    78.000       1.925000     3.30000000         -587.781         -794.534          -85.271
    78.000       1.980000     3.35500000         -583.011         -788.691          -84.696
    78.000       2.035000     3.41000000         -578.249         -782.854          -84.122
    78.000       2.090000     3.46500000         -573.495         -777.023          -83.548
    78.000       2.145000     3.52000000         -568.751         -771.199          -82.974
    78.000       2.200000     3.57500000         -564.015         -765.381          -82.400
    78.000       2.255000     3.63000000         -559.288         -759.570          -81.827
    78.000       2.310000     3.68500000         -554.569         -753.765          -81.253
    78.000       2.365000     3.74000000         -549.860         -747.967          -80.680
    78.000       2.420000     3.79500000         -545.159         -742.175          -80.107
    78.000       2.475000     3.85000000         -540.468         -736.390          -79.535
    78.000       2.530000     3.90500000         -535.785         -730.611          -78.962
    78.000       2.585000     3.96000000         -531.112         -724.840          -78.390
    78.000       2.640000     4.01500000         -526.447         -719.075          -77.818
    78.000       2.695000     4.07000000         -521.792         -713.316          -77.246
    78.000       2.750000     4.12500000         -517.146         -707.565          -76.675
    78.000       2.805000     4.18000000         -512.509         -701.821          -76.103
    78.000       2.860000     4.23500000         -507.882         -696.083          -75.532
    78.000       2.915000     4.29000000         -503.264         -690.353          -74.962
    78.000       2.970000     4.34500000         -498.656         -684.629          -74.391
    78.000       3.025000     4.40000000         -494.057         -678.913          -73.821
    78.000       3.080000     4.45500000         -489.467         -673.204          -73.250
    78.000       3.135000     4.51000000         -484.887         -667.502          -72.680
    78.000       3.190000     4.56500000         -480.317         -661.807          -72.111
    78.000       3.245000     4.62000000         -475.757         -656.120          -71.541
    78.000       3.300000     4.67500000         -471.206         -650.439          -70.972
    78.000       3.355000     4.73000000         -466.666         -644.767          -70.403
    78.000       3.410000     4.78500000         -462.135         -639.101          -69.835
    78.000       3.465000     4.84000000         -457.614         -633.444          -69.266
    78.000       3.520000     4.89500000         -453.104         -627.793          -68.698
    78.000       3.575000     4.95000000         -448.603         -622.151          -68.130
    78.000       3.630000     5.00500000         -444.113         -616.516          -67.562
    78.000       3.685000     5.06000000         -439.633         -610.889          -66.995
    78.000       3.740000     5.11500000         -435.163         -605.270          -66.428
    78.000       3.795000     5.17000000         -430.704         -599.658          -65.861
    78.000       3.850000     5.22500000         -426.256         -594.055          -65.294
    78.000       3.905000     5.28000000         -421.818         -588.459          -64.728
    78.000       3.960000     5.33500000         -417.390         -582.872          -64.162
    78.000       4.015000     5.39000000         -412.973         -577.293          -63.596
    78.000       4.070000     5.44500000         -408.568         -571.721          -63.031
    78.000       4.125000     5.50000000         -404.173         -566.159          -62.466
    78.000       4.180000     5.55500000         -399.789         -560.604          -61.901
    78.000       4.235000     5.61000000         -395.416         -555.058          -61.336
    78.000       4.290000     5.66500000         -391.054         -549.520          -60.772
    78.000       4.345000     5.72000000         -386.703         -543.991          -60.207
    78.000       4.400000     5.77500000         -382.364         -538.471          -59.644
    78.000       4.455000     5.83000000         -378.036         -532.959          -59.080
    78.000       4.510000     5.88500000         -373.720         -527.456          -58.517
    78.000       4.565000     5.94000000         -369.415         -521.962          -57.954
    78.000       4.620000     5.99500000         -365.122         -516.477          -57.392
    78.000       4.675000     6.05000000         -360.840         -511.001          -56.829
    78.000       4.730000     6.10500000         -356.571         -505.534          -56.267
    78.000       4.785000     6.16000000         -352.313         -500.077          -55.706
    78.000       4.840000     6.21500000         -348.068         -494.628          -55.144
    78.000       4.895000     6.27000000         -343.835         -489.189          -54.583
    78.000       4.950000     6.32500000         -339.614         -483.760          -54.023
    78.000       5.005000     6.38000000         -335.405         -478.340          -53.462
    78.000       5.060000     6.43500000         -331.209         -472.929          -52.902
    78.000       5.115000     6.49000000         -327.026         -467.529          -52.343
    78.000       5.170000     6.54500000         -322.855         -462.138          -51.783
    78.000       5.225000     6.60000000         -318.697         -456.757          -51.224
    78.000       5.280000     6.65500000         -314.553         -451.387          -50.666
    78.000       5.335000     6.71000000         -310.421         -446.026          -50.107
    78.000       5.390000     6.76500000         -306.302         -440.676          -49.549
    78.000       5.445000     6.82000000         -302.197         -435.336          -48.992
    78.000       5.500000     6.87500000         -298.105         -430.007          -48.435
    78.000       5.555000     6.93000000         -294.027         -424.688          -47.878
    78.000       5.610000     6.98500000         -289.963         -419.381          -47.321
    78.000       5.665000     7.04000000         -285.913         -414.084          -46.765
    78.000       5.720000     7.09500000         -281.876         -408.798          -46.210
    78.000       5.775000     7.15000000         -277.854         -403.523          -45.654
    78.000       5.830000     7.20500000         -273.846         -398.260          -45.099
    78.000       5.885000     7.26000000         -269.853         -393.008          -44.545
    78.000       5.940000     7.31500000         -265.874         -387.767          -43.991
    78.000       5.995000     7.37000000         -261.910         -382.539          -43.437
    78.000       6.050000     7.42500000         -257.961         -377.322          -42.884
    78.000       6.105000     7.48000000         -254.028         -372.117          -42.331
    78.000       6.160000     7.53500000         -250.109         -366.924          -41.779
    78.000       6.215000     7.59000000         -246.206         -361.744          -41.227
    78.000       6.270000     7.64500000         -242.319         -356.576          -40.675
    78.000       6.325000     7.70000000         -238.448         -351.421          -40.124
    78.000       6.380000     7.75500000         -234.593         -346.279          -39.573
    78.000       6.435000     7.81000000         -230.754         -341.150          -39.023
    78.000       6.490000     7.86500000         -226.931         -336.034          -38.474
    78.000       6.545000     7.92000000         -223.126         -330.932          -37.924
    78.000       6.600000     7.97500000         -219.337         -325.843          -37.376
    78.000       6.655000     8.03000000         -215.566         -320.768          -36.828
    78.000       6.710000     8.08500000         -211.811         -315.707          -36.280
    78.000       6.765000     8.14000000         -208.075         -310.661          -35.733
    78.000       6.820000     8.19500000         -204.357         -305.629          -35.186
    78.000       6.875000     8.25000000         -200.656         -300.611          -34.640
    78.000       6.930000     8.30500000         -196.974         -295.609          -34.094
    78.000       6.985000     8.36000000         -193.311         -290.622          -33.549
    78.000       7.040000     8.41500000         -189.667         -285.651          -33.005
    78.000       7.095000     8.47000000         -186.042         -280.695          -32.461
    78.000       7.150000     8.52500000         -182.437         -275.756          -31.918
    78.000       7.205000     8.58000000         -178.852         -270.833          -31.375
    78.000       7.260000     8.63500000         -175.287         -265.927          -30.833
    78.000       7.315000     8.69000000         -171.743         -261.038          -30.292
    78.000       7.370000     8.74500000         -168.220         -256.166          -29.751
    78.000       7.425000     8.80000000         -164.718         -251.312          -29.211
    78.000       7.480000     8.85500000         -161.239         -246.477          -28.671
    78.000       7.535000     8.91000000         -157.781         -241.660          -28.133
    78.000       7.590000     8.96500000         -154.346         -236.861          -27.595
    78.000       7.645000     9.02000000         -150.934         -232.083          -27.057
    78.000       7.700000     9.07500000         -147.546         -227.324          -26.521
    78.000       7.755000     9.13000000         -144.182         -222.585          -25.985
    78.000       7.810000     9.18500000         -140.842         -217.868          -25.450
    78.000       7.865000     9.24000000         -137.528         -213.171          -24.916
    78.000       7.920000     9.29500000         -134.240         -208.497          -24.382
    78.000       7.975000     9.35000000         -130.978         -203.845          -23.850
    78.000       8.030000     9.40500000         -127.743         -199.217          -23.318
    78.000       8.085000     9.46000000         -124.535         -194.612          -22.787
    78.000       8.140000     9.51500000         -121.357         -190.032          -22.258
    78.000       8.195000     9.57000000         -118.207         -185.478          -21.729
    78.000       8.250000     9.62500000         -115.088         -180.949          -21.201
    78.000       8.305000     9.68000000         -112.000         -176.448          -20.674
    78.000       8.360000     9.73500000         -108.944         -171.974          -20.149
    78.000       8.415000     9.79000000         -105.921         -167.530          -19.624
    78.000       8.470000     9.84500000         -102.932         -163.116          -19.101
    78.000       8.525000     9.90000000          -99.978         -158.734          -18.579
    78.000       8.580000     9.95500000          -97.061         -154.384          -18.058
    78.000       8.635000    10.01000000          -94.183         -150.068          -17.539
    78.000       8.690000    10.06500000          -91.344         -145.789          -17.021
    78.000       8.745000    10.12000000          -88.546         -141.546          -16.505
    78.000       8.800000    10.17500000          -85.792         -137.344          -15.990
    78.000       8.855000    10.23000000          -83.083         -133.183          -15.477
    78.000       8.910000    10.28500000          -80.423         -129.067          -14.965
    78.000       8.965000    10.34000000          -77.813         -124.998          -14.456
    78.000       9.020000    10.39500000          -75.257         -120.979          -13.949
    78.000       9.075000    10.45000000          -72.758         -117.015          -13.444
    78.000       9.130000    10.50500000          -70.321         -113.111          -12.942
    78.000       9.185000    10.56000000          -67.952         -109.270          -12.442
    78.000       9.240000    10.61500000          -65.655         -105.502          -11.946
    78.000       9.295000    10.67000000          -63.439         -101.813          -11.453
    78.000       9.350000    10.72500000          -61.314          -98.216          -10.964
    78.000       9.405000    10.78000000          -59.293          -94.726          -10.480
    78.000       9.460000    10.83500000          -57.395          -91.366          -10.003
    78.000       9.515000    10.89000000          -55.652          -88.172           -9.533
    78.000       9.570000    10.94500000          -54.121          -85.219           -9.075
    78.000       9.625000    11.00000000          -53.011          -82.796           -8.648
    78.500       0.000000     1.37500000        -1015.091         -747.333         -184.902
    78.500       0.055000     1.43000000        -1008.351         -742.829         -183.883
    78.500       0.110000     1.48500000        -1001.621         -738.330         -182.865
    78.500       0.165000     1.54000000         -994.900         -733.834         -181.847
    78.500       0.220000     1.59500000         -988.190         -729.342         -180.830
    78.500       0.275000     1.65000000         -981.489         -724.854         -179.813
    78.500       0.330000     1.70500000         -974.797         -720.370         -178.796
    78.500       0.385000     1.76000000         -968.116         -715.890         -177.779
    78.500       0.440000     1.81500000         -961.445         -711.414         -176.763
    78.500       0.495000     1.87000000         -954.783         -706.942         -175.747
    78.500       0.550000     1.92500000         -948.132         -702.474         -174.732
    78.500       0.605000     1.98000000         -941.491         -698.010         -173.716
    78.500       0.660000     2.03500000         -934.860         -693.550         -172.701
    78.500       0.715000     2.09000000         -928.239         -689.094         -171.687
    78.500       0.770000     2.14500000         -921.628         -684.643         -170.672
    78.500       0.825000     2.20000000         -915.027         -680.195         -169.658
    78.500       0.880000     2.25500000         -908.437         -675.752         -168.644
    78.500       0.935000     2.31000000         -901.857         -671.313         -167.631
    78.500       0.990000     2.36500000         -895.288         -666.878         -166.618
    78.500       1.045000     2.42000000         -888.729         -662.447         -165.605
    78.500       1.100000     2.47500000         -882.180         -658.021         -164.593
    78.500       1.155000     2.53000000         -875.642         -653.599         -163.580
    78.500       1.210000     2.58500000         -869.115         -649.181         -162.569
    78.500       1.265000     2.64000000         -862.598         -644.768         -161.557
    78.500       1.320000     2.69500000         -856.092         -640.358         -160.546
    78.500       1.375000     2.75000000         -849.597         -635.954         -159.535
    78.500       1.430000     2.80500000         -843.113         -631.553         -158.525
    78.500       1.485000     2.86000000         -836.639         -627.157         -157.514
    78.500       1.540000     2.91500000         -830.177         -622.766         -156.505
    78.500       1.595000     2.97000000         -823.725         -618.379         -155.495
    78.500       1.650000     3.02500000         -817.285         -613.996         -154.486
    78.500       1.705000     3.08000000         -810.855         -609.618         -153.477
    78.500       1.760000     3.13500000         -804.437         -605.245         -152.469
    78.500       1.815000     3.19000000         -798.030         -600.876         -151.461
    78.500       1.870000     3.24500000         -791.634         -596.512         -150.453
    78.500       1.925000     3.30000000         -785.249         -592.152         -149.446
    78.500       1.980000     3.35500000         -778.876         -587.798         -148.439
    78.500       2.035000     3.41000000         -772.515         -583.447         -147.432
    78.500       2.090000     3.46500000         -766.164         -579.102         -146.426
    78.500       2.145000     3.52000000         -759.826         -574.761         -145.420
    78.500       2.200000     3.57500000         -753.499         -570.425         -144.414
    78.500       2.255000     3.63000000         -747.184         -566.094         -143.409
    78.500       2.310000     3.68500000         -740.880         -561.768         -142.404
    78.500       2.365000     3.74000000         -734.589         -557.446         -141.400
    78.500       2.420000     3.79500000         -728.309         -553.130         -140.396
    78.500       2.475000     3.85000000         -722.041         -548.818         -139.392
    78.500       2.530000     3.90500000         -715.785         -544.512         -138.389
    78.500       2.585000     3.96000000         -709.542         -540.210         -137.386
    78.500       2.640000     4.01500000         -703.310         -535.914         -136.384
    78.500       2.695000     4.07000000         -697.091         -531.622         -135.382
    78.500       2.750000     4.12500000         -690.884         -527.336         -134.380
    78.500       2.805000     4.18000000         -684.690         -523.055         -133.379
    78.500       2.860000     4.23500000         -678.508         -518.779         -132.378
    78.500       2.915000     4.29000000         -672.339         -514.508         -131.377
    78.500       2.970000     4.34500000         -666.182         -510.242         -130.377
    78.500       3.025000     4.40000000         -660.038         -505.982         -129.378
    78.500       3.080000     4.45500000         -653.906         -501.727         -128.378
    78.500       3.135000     4.51000000         -647.788         -497.477         -127.380
    78.500       3.190000     4.56500000         -641.683         -493.233         -126.381
    78.500       3.245000     4.62000000         -635.590         -488.994         -125.383
    78.500       3.300000     4.67500000         -629.511         -484.761         -124.386
    78.500       3.355000     4.73000000         -623.445         -480.533         -123.389
    78.500       3.410000     4.78500000         -617.392         -476.311         -122.392
    78.500       3.465000     4.84000000         -611.352         -472.094         -121.396
    78.500       3.520000     4.89500000         -605.327         -467.883         -120.400
    78.500       3.575000     4.95000000         -599.314         -463.678         -119.405
    78.500       3.630000     5.00500000         -593.315         -459.479         -118.410
    78.500       3.685000     5.06000000         -587.330         -455.285         -117.415
    78.500       3.740000     5.11500000         -581.359         -451.097         -116.421
    78.500       3.795000     5.17000000         -575.402         -446.915         -115.428
    78.500       3.850000     5.22500000         -569.459         -442.739         -114.435
    78.500       3.905000     5.28000000         -563.530         -438.568         -113.442
    78.500       3.960000     5.33500000         -557.615         -434.404         -112.450
    78.500       4.015000     5.39000000         -551.714         -430.246         -111.459
    78.500       4.070000     5.44500000         -545.828         -426.094         -110.468
    78.500       4.125000     5.50000000         -539.957         -421.948         -109.477
    78.500       4.180000     5.55500000         -534.100         -417.808         -108.487
    78.500       4.235000     5.61000000         -528.258         -413.675         -107.497
    78.500       4.290000     5.66500000         -522.430         -409.548         -106.508
    78.500       4.345000     5.72000000         -516.618         -405.427         -105.520
    78.500       4.400000     5.77500000         -510.821         -401.313         -104.531
    78.500       4.455000     5.83000000         -505.039         -397.205         -103.544
    78.500       4.510000     5.88500000         -499.273         -393.104         -102.557
    78.500       4.565000     5.94000000         -493.522         -389.009         -101.570
    78.500       4.620000     5.99500000         -487.786         -384.921         -100.584
    78.500       4.675000     6.05000000         -482.067         -380.840          -99.599
    78.500       4.730000     6.10500000         -476.363         -376.766          -98.614
    78.500       4.785000     6.16000000         -470.675         -372.698          -97.630
    78.500       4.840000     6.21500000         -465.003         -368.638          -96.646
    78.500       4.895000     6.27000000         -459.348         -364.584          -95.663
    78.500       4.950000     6.32500000         -453.709         -360.537          -94.680
    78.500       5.005000     6.38000000         -448.087         -356.498          -93.698
    78.500       5.060000     6.43500000         -442.481         -352.466          -92.716
    78.500       5.115000     6.49000000         -436.892         -348.441          -91.736
    78.500       5.170000     6.54500000         -431.320         -344.423          -90.755
    78.500       5.225000     6.60000000         -425.766         -340.413          -89.776
    78.500       5.280000     6.65500000         -420.228         -336.410          -88.796
    78.500       5.335000     6.71000000         -414.709         -332.415          -87.818
